feedback_id,date,channel,customer_segment,plan_type,language,message,rating,product_area,sentiment_label,priority,resolved,response_time_hours
FB-00244,2025-06-12,review,enterprise,pro,en,The annual discount made upgrading an easy decision. This affects multiple departments across our organization.,4,pricing,positive,medium,True,39.2
FB-00245,2025-07-28,email,enterprise,pro,es,La plataforma es rápida y maneja nuestra carga sin demoras.,4,performance,positive,low,True,7.8
FB-00246,2025-04-21,support_ticket,agency,free,es,Precios transparentes sin cargos ocultos es una gran ventaja. Gestionamos varias cuentas de clientes y esto nos está frenando.,5,pricing,positive,medium,False,23.8
FB-00247,2025-07-27,support_ticket,small_business,free,es,Competidores ofrecen funciones similares a la mitad del costo.,1,pricing,negative,high,True,81.2
FB-00248,2025-12-18,support_ticket,enterprise,pro,en,Support responded within an hour and solved our issue completely. We upgraded to Pro specifically for better service.,5,support,positive,low,True,3.4
FB-00249,2025-01-22,contact_form,startup,free,en,Usability is decent; some actions require too many clicks. We're scaling fast and need this resolved quickly.,3,usability,neutral,low,True,11.5
FB-00250,2025-07-01,contact_form,enterprise,basic,en,"Payments go through, but I'd like more payment method options. Given our basic plan, we hoped for smoother support.",3,billing,neutral,high,True,34.7
FB-00251,2025-10-09,email,enterprise,enterprise,es,El soporte nos redirige sin ofrecer soluciones reales. Esto impacta a varios departamentos de nuestra organización.,1,support,negative,high,True,38.4
FB-00252,2025-09-03,email,enterprise,pro,es,La mayoría de integraciones son estables; algunas requieren reautorización periódica. Esto impacta a varios departamentos de nuestra organización.,3,integrations,neutral,critical,False,86.6
FB-00253,2025-01-30,nps_survey,freelancer,pro,en,The analytics module exceeded our expectations.,5,features,positive,medium,False,12.0
FB-00254,2025-10-22,contact_form,freelancer,basic,en,"Zapier integration connected our stack in under an hour. As a freelancer, this matters a lot to my workflow.",5,integrations,positive,high,False,36.7
FB-00255,2025-10-18,email,freelancer,pro,en,The feature set covers basics; we'd like more customization. We upgraded to Pro specifically for better service.,3,features,neutral,high,False,87.5
FB-00256,2025-04-30,chat,freelancer,free,es,"Las acciones importantes están enterradas bajo demasiados menús. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,usability,negative,medium,True,32.6
FB-00257,2025-01-12,review,startup,free,es,La navegación es clara y los nuevos miembros aprenden rápido.,5,usability,positive,high,False,86.0
FB-00258,2025-06-15,support_ticket,startup,pro,en,"Setup steps are clear, though some defaults needed manual tweaking.",3,onboarding,neutral,medium,True,33.6
FB-00259,2025-04-25,chat,agency,pro,en,Important actions are buried under too many nested menus. We manage several client accounts and this is blocking delivery.,2,usability,negative,high,True,36.8
FB-00260,2025-04-04,support_ticket,agency,free,en,I can't reset my password and support hasn't helped in days.,1,account_access,negative,high,False,91.4
FB-00261,2025-11-22,review,startup,basic,en,The platform is fast and handles our workload without lag.,5,performance,positive,medium,True,8.5
FB-00262,2025-01-25,review,freelancer,free,es,"Los reportes se generan rápido incluso con grandes volúmenes de datos. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,performance,positive,medium,True,24.6
FB-00263,2025-03-25,chat,enterprise,basic,en,"The onboarding call helped, but follow-up resources were sparse. This affects multiple departments across our organization.",3,onboarding,neutral,low,True,8.5
FB-00264,2025-03-24,nps_survey,small_business,enterprise,en,The platform is fast and handles our workload without lag.,4,performance,positive,low,True,15.5
FB-00265,2025-02-21,chat,small_business,free,es,El equipo abandonó la configuración tras varios callejones sin salida. Nuestro equipo pequeño depende de que esto funcione bien.,1,onboarding,negative,high,False,76.0
FB-00266,2025-07-21,contact_form,freelancer,free,en,"Price is okay for now; we'll reassess at renewal. As a freelancer, this matters a lot to my workflow.",3,pricing,neutral,low,True,11.4
FB-00267,2025-04-16,nps_survey,freelancer,free,en,"Login is reliable, though password reset emails are slow.",3,account_access,neutral,high,True,32.3
FB-00268,2025-04-05,chat,agency,enterprise,en,We're paying enterprise rates but getting basic-level service.,1,pricing,negative,low,True,12.2
FB-00269,2025-12-09,review,freelancer,free,en,Permissions are adequate but lack fine-grained options.,3,account_access,neutral,low,True,7.0
FB-00270,2025-10-21,support_ticket,agency,enterprise,en,"The API returns inconsistent errors with no useful documentation. As enterprise customers, we expect priority handling.",2,integrations,negative,high,False,60.2
FB-00271,2025-03-27,email,enterprise,basic,en,"Admin accounts lost permissions after the last security update. Given our basic plan, we hoped for smoother support.",1,account_access,negative,medium,False,25.4
FB-00272,2025-07-18,contact_form,freelancer,free,en,Multi-factor authentication setup was straightforward.,5,account_access,positive,medium,False,8.5
FB-00273,2025-03-18,contact_form,freelancer,enterprise,en,The API is functional though rate limits can be restrictive.,3,integrations,neutral,critical,False,60.0
FB-00274,2025-07-30,support_ticket,agency,pro,en,Performance degraded sharply after the last update. We manage several client accounts and this is blocking delivery.,1,performance,negative,critical,False,52.5
FB-00275,2025-07-22,nps_survey,enterprise,free,es,La recuperación de cuenta fue rápida y segura. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.,5,account_access,positive,high,True,50.8
FB-00276,2025-04-27,nps_survey,enterprise,free,en,"The cost is reasonable, though we'd like more mid-tier options. This affects multiple departments across our organization.",3,pricing,neutral,low,True,19.0
FB-00277,2025-08-15,nps_survey,freelancer,basic,en,The guided setup wizard made configuration effortless.,5,onboarding,positive,medium,True,23.0
FB-00278,2025-03-11,support_ticket,agency,enterprise,en,The interface is confusing and our team struggles daily. We manage several client accounts and this is blocking delivery.,2,usability,negative,low,True,3.3
FB-00279,2025-08-26,support_ticket,startup,pro,es,Los competidores lanzaron estas funciones hace meses. Pasamos al plan Pro justamente por un mejor servicio.,1,features,negative,high,True,66.8
FB-00280,2025-03-25,review,startup,pro,es,No podemos exportar datos históricos más allá de 30 días en nuestro plan.,1,exports,negative,medium,True,14.5
FB-00281,2025-05-18,email,small_business,basic,en,Support keeps redirecting us without offering real solutions.,2,support,negative,high,False,58.1
FB-00282,2025-11-08,review,small_business,pro,en,Permissions are adequate but lack fine-grained options.,3,account_access,neutral,critical,True,155.5
FB-00283,2025-10-27,nps_survey,agency,enterprise,en,Support responded within an hour and solved our issue completely. We manage several client accounts and this is blocking delivery.,5,support,positive,medium,False,41.6
FB-00284,2025-02-02,email,freelancer,enterprise,en,I can't reset my password and support hasn't helped in days.,2,account_access,negative,high,True,75.2
FB-00285,2025-11-04,contact_form,small_business,free,en,Finding settings and tools is straightforward.,5,usability,positive,medium,True,47.9
FB-00286,2025-06-25,nps_survey,freelancer,basic,en,Onboarding documentation is outdated and contradicts the actual UI.,1,onboarding,negative,medium,False,22.3
FB-00287,2025-03-07,nps_survey,freelancer,enterprise,en,Webhook setup required extra troubleshooting on our end.,3,integrations,neutral,medium,False,45.9
FB-00288,2025-06-19,nps_survey,startup,enterprise,en,"We got an answer, but had to follow up twice. We're scaling fast and need this resolved quickly.",3,support,neutral,medium,True,42.0
FB-00289,2025-08-30,chat,agency,free,en,Role-based permissions give us the control we need.,5,account_access,positive,high,True,27.9
FB-00290,2025-03-15,review,agency,enterprise,en,"Our account manager has been proactive and very helpful. As enterprise customers, we expect priority handling.",4,support,positive,low,True,23.7
FB-00291,2025-10-23,nps_survey,small_business,basic,es,"Los pagos se procesan, pero me gustaría más opciones de pago.",3,billing,neutral,high,True,68.2
FB-00292,2025-01-08,contact_form,small_business,pro,en,"We got started eventually, but documentation could be better organized.",3,onboarding,neutral,low,True,2.1
FB-00293,2025-09-15,contact_form,freelancer,enterprise,es,"Los flujos personalizados son potentes y flexibles. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,features,positive,low,True,8.4
FB-00294,2025-09-08,contact_form,small_business,pro,en,Webhook setup required extra troubleshooting on our end. We upgraded to Pro specifically for better service.,3,integrations,neutral,medium,False,40.5
FB-00295,2025-03-05,support_ticket,freelancer,basic,es,"El diseño está bien en general, aunque algunos flujos se sienten antiguos.",3,usability,neutral,low,True,16.1
FB-00296,2025-01-25,email,freelancer,free,es,"Todo el equipo quedó bloqueado dos días sin explicación. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,account_access,negative,critical,False,104.9
FB-00297,2025-11-15,review,freelancer,pro,es,"La facturación es transparente y fácil de entender cada mes. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,billing,positive,medium,True,32.7
FB-00298,2025-05-15,nps_survey,agency,basic,es,Los tiempos de carga son consistentemente bajos para nuestro equipo. Gestionamos varias cuentas de clientes y esto nos está frenando.,5,performance,positive,medium,True,29.9
FB-00299,2025-12-10,review,freelancer,free,es,Las exportaciones funcionan pero los nombres de columnas podrían ser más consistentes.,3,exports,neutral,low,True,5.3
FB-00300,2025-11-26,support_ticket,freelancer,pro,es,Hemos tenido timeouts severos durante operaciones críticas.,1,performance,negative,critical,True,145.6
FB-00301,2025-03-01,support_ticket,startup,enterprise,es,Funciones clave anunciadas en la web simplemente no existen aún.,1,features,negative,high,True,70.6
FB-00302,2025-07-10,nps_survey,startup,free,en,Export formats are flexible and easy to automate. We're scaling fast and need this resolved quickly.,5,exports,positive,high,False,43.6
FB-00303,2025-03-09,chat,small_business,free,en,Exported files are missing critical columns we need for compliance.,1,exports,negative,high,False,58.8
FB-00304,2025-12-17,email,startup,free,en,Important actions are buried under too many nested menus.,2,usability,negative,high,True,28.6
FB-00305,2025-12-09,contact_form,agency,basic,es,La documentación de la API es clara y los webhooks funcionan de forma consistente.,5,integrations,positive,high,True,76.3
FB-00306,2025-01-06,chat,agency,free,en,"Setup steps are clear, though some defaults needed manual tweaking.",3,onboarding,neutral,low,True,5.6
FB-00307,2025-05-01,chat,enterprise,enterprise,en,"Core features work well, but advanced options feel limited.",3,features,neutral,medium,True,42.3
FB-00308,2025-07-26,chat,freelancer,free,es,"Las opciones de exportación cubren la mayoría de necesidades con algunas brechas. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,exports,neutral,medium,True,41.0
FB-00309,2025-12-02,email,agency,basic,en,Competitors offer similar features at half the cost.,1,pricing,negative,high,True,56.7
FB-00310,2025-02-28,email,startup,enterprise,en,"Our entire team was locked out for two days with no explanation. As enterprise customers, we expect priority handling.",1,account_access,negative,high,False,93.4
FB-00311,2025-09-10,nps_survey,freelancer,basic,en,Recent feature releases align well with what we actually need.,5,features,positive,medium,True,15.8
FB-00312,2025-02-25,support_ticket,small_business,pro,en,Promised onboarding support never materialized. Our small team depends on this working reliably.,2,onboarding,negative,medium,True,12.9
FB-00313,2025-01-03,chat,small_business,enterprise,en,Our entire team was locked out for two days with no explanation.,2,account_access,negative,critical,False,141.7
FB-00314,2025-07-18,review,small_business,free,en,"Design is fine overall, though a few flows feel outdated.",3,usability,neutral,medium,False,44.6
FB-00315,2025-03-12,review,enterprise,basic,en,The analytics module exceeded our expectations.,5,features,positive,high,False,63.4
FB-00316,2025-11-16,nps_survey,small_business,basic,en,Webhook setup required extra troubleshooting on our end.,3,integrations,neutral,high,True,75.1
FB-00317,2025-10-26,review,startup,enterprise,en,The analytics module exceeded our expectations.,5,features,positive,medium,False,24.9
FB-00318,2025-04-13,support_ticket,freelancer,free,es,El total de la factura no coincide con lo acordado al pagar. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.,1,billing,negative,high,True,84.4
FB-00319,2025-08-20,contact_form,freelancer,pro,en,We've waited over a week with no response from support.,2,support,negative,high,True,70.6
FB-00320,2025-07-18,chat,freelancer,enterprise,es,El precio está bien por ahora; reevaluaremos en la renovación.,3,pricing,neutral,medium,True,30.1
FB-00321,2025-11-21,support_ticket,enterprise,basic,es,Cerraron nuestro ticket sin resolver el problema de verdad.,2,support,negative,high,False,93.4
FB-00322,2025-07-13,nps_survey,small_business,free,en,The platform is fast and handles our workload without lag. Our small team depends on this working reliably.,5,performance,positive,medium,True,31.4
FB-00323,2025-03-20,nps_survey,small_business,free,en,Export formats are flexible and easy to automate.,5,exports,positive,medium,True,20.0
FB-00324,2025-04-05,email,startup,basic,en,"The app crashes constantly when loading large reports. Given our basic plan, we hoped for smoother support.",1,performance,negative,critical,False,89.9
FB-00325,2025-10-15,review,small_business,enterprise,es,"Las funciones principales funcionan bien, pero las avanzadas son limitadas. Nuestro equipo pequeño depende de que esto funcione bien.",3,features,neutral,medium,True,17.6
FB-00326,2025-07-15,contact_form,freelancer,pro,es,"Los controles de acceso funcionan pero los ajustes de admin son difíciles de encontrar. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,account_access,neutral,medium,True,19.3
FB-00327,2025-09-07,email,agency,enterprise,es,Funciones clave anunciadas en la web simplemente no existen aún. Gestionamos varias cuentas de clientes y esto nos está frenando.,2,features,negative,medium,True,11.3
FB-00328,2025-12-10,support_ticket,freelancer,basic,en,The API is functional though rate limits can be restrictive.,3,integrations,neutral,high,True,62.7
FB-00329,2025-01-13,contact_form,freelancer,basic,es,"El soporte de incorporación prometido nunca llegó. Con el plan básico, esperábamos un soporte más ágil.",1,onboarding,negative,high,True,42.1
FB-00330,2025-06-11,support_ticket,enterprise,enterprise,en,We've waited over a week with no response from support. This affects multiple departments across our organization.,1,support,negative,medium,True,36.8
FB-00331,2025-09-15,support_ticket,freelancer,pro,es,"Todo el equipo quedó bloqueado dos días sin explicación. Como freelancer, esto afecta mucho mi flujo de trabajo.",2,account_access,negative,medium,True,19.3
FB-00332,2025-03-11,chat,agency,basic,en,The billing section is functional but not particularly intuitive.,3,billing,neutral,high,True,69.7
FB-00333,2025-01-22,nps_survey,small_business,free,es,"Las funciones principales funcionan bien, pero las avanzadas son limitadas.",3,features,neutral,high,True,30.1
FB-00334,2025-03-24,review,agency,basic,es,El conjunto de funciones cubre lo básico; queremos más personalización. Gestionamos varias cuentas de clientes y esto nos está frenando.,3,features,neutral,low,True,6.3
FB-00335,2025-11-27,review,agency,enterprise,en,Access controls work but admin settings are hard to find. We manage several client accounts and this is blocking delivery.,3,account_access,neutral,critical,True,59.8
FB-00336,2025-05-26,contact_form,small_business,free,es,"Las funciones principales funcionan bien, pero las avanzadas son limitadas. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.",3,features,neutral,medium,True,32.7
FB-00337,2025-08-08,nps_survey,startup,pro,en,"It works once you learn where things are, but there's a learning curve. We're scaling fast and need this resolved quickly.",3,usability,neutral,medium,True,16.9
FB-00338,2025-09-03,contact_form,small_business,pro,es,El precio está bien por ahora; reevaluaremos en la renovación. Nuestro equipo pequeño depende de que esto funcione bien.,3,pricing,neutral,high,False,59.1
FB-00339,2025-10-03,support_ticket,startup,basic,en,"Login is reliable, though password reset emails are slow. We're scaling fast and need this resolved quickly.",3,account_access,neutral,low,True,3.7
FB-00340,2025-10-30,support_ticket,agency,enterprise,es,La API devuelve errores inconsistentes sin documentación útil.,1,integrations,negative,high,False,58.0
FB-00341,2025-03-10,review,agency,pro,en,Live chat support was knowledgeable and friendly. We upgraded to Pro specifically for better service.,5,support,positive,high,True,41.2
FB-00342,2025-10-17,email,small_business,basic,es,La API devuelve errores inconsistentes sin documentación útil.,1,integrations,negative,medium,True,27.5
FB-00343,2025-07-18,support_ticket,small_business,pro,es,La calidad del soporte varía según quién atienda el ticket.,3,support,neutral,low,True,16.3
FB-00344,2025-10-24,support_ticket,startup,pro,en,The API returns inconsistent errors with no useful documentation. We're scaling fast and need this resolved quickly.,1,integrations,negative,high,False,88.7
FB-00345,2025-09-04,support_ticket,startup,enterprise,es,"Nos dejaron solos tras el registro sin pasos claros a seguir. Como clientes enterprise, esperamos atención prioritaria.",1,onboarding,negative,medium,True,33.7
FB-00346,2025-08-01,review,freelancer,basic,es,La experiencia de usuario se siente moderna y bien pensada.,5,usability,positive,low,True,5.5
FB-00347,2025-03-10,chat,agency,basic,es,"Las facturas son claras y los pagos se procesan sin problemas. Con el plan básico, esperábamos un soporte más ágil.",4,billing,positive,low,True,13.4
FB-00348,2025-04-21,chat,startup,free,en,Unauthorized access to our workspace was not detected promptly.,1,account_access,negative,high,True,53.6
FB-00349,2025-03-27,review,agency,pro,en,"Design is fine overall, though a few flows feel outdated.",3,usability,neutral,medium,True,23.1
FB-00350,2025-03-18,review,agency,enterprise,en,Support responded within an hour and solved our issue completely. We manage several client accounts and this is blocking delivery.,5,support,positive,medium,True,43.1
FB-00351,2025-12-14,email,small_business,free,es,Perdemos horas cada semana esperando que carguen las páginas.,1,performance,negative,medium,True,17.2
FB-00352,2025-08-06,chat,agency,free,en,Onboarding documentation is outdated and contradicts the actual UI. We manage several client accounts and this is blocking delivery.,2,onboarding,negative,medium,False,11.4
FB-00353,2025-10-23,email,freelancer,free,en,We were left alone after signup with no clear next steps.,1,onboarding,negative,medium,False,24.4
FB-00354,2025-10-17,support_ticket,agency,enterprise,en,Permissions are adequate but lack fine-grained options.,3,account_access,neutral,medium,True,16.1
FB-00355,2025-05-10,email,agency,enterprise,en,We can't export historical data beyond 30 days on our plan.,1,exports,negative,low,True,21.0
FB-00356,2025-04-20,support_ticket,small_business,free,en,CSV exports corrupt special characters in our international data.,2,exports,negative,high,False,27.7
FB-00357,2025-11-04,chat,small_business,enterprise,es,Nos han cobrado de más en el plan enterprise durante tres meses. Nuestro equipo pequeño depende de que esto funcione bien.,1,billing,negative,critical,False,121.1
FB-00358,2025-12-31,contact_form,agency,pro,es,La incorporación estuvo bien pero tardó más de lo que prometió la demo.,3,onboarding,neutral,medium,True,25.6
FB-00359,2025-11-11,review,freelancer,basic,en,The API returns inconsistent errors with no useful documentation.,2,integrations,negative,high,False,30.3
FB-00360,2025-09-23,nps_survey,enterprise,basic,en,"Core features work well, but advanced options feel limited. Given our basic plan, we hoped for smoother support.",3,features,neutral,medium,True,19.4
FB-00361,2025-11-07,email,startup,basic,es,El módulo de reportes carece de filtros básicos que usamos a diario.,1,features,negative,medium,True,28.2
FB-00362,2025-10-03,email,freelancer,pro,en,Transparent pricing with no hidden fees is a big plus.,5,pricing,positive,low,True,18.7
FB-00363,2025-05-13,chat,enterprise,free,en,Our entire team was locked out for two days with no explanation. This affects multiple departments across our organization.,2,account_access,negative,critical,False,132.1
FB-00364,2025-05-08,nps_survey,freelancer,pro,en,"Custom workflows are powerful and flexible. As a freelancer, this matters a lot to my workflow.",5,features,positive,medium,True,11.0
FB-00365,2025-04-04,review,agency,pro,es,Las nuevas funciones encajan bien con lo que realmente necesitamos. Pasamos al plan Pro justamente por un mejor servicio.,5,features,positive,low,True,6.5
FB-00366,2025-02-10,review,freelancer,free,en,SSO works most of the time with occasional hiccups.,3,account_access,neutral,high,True,27.0
FB-00367,2025-09-09,chat,agency,pro,es,El conjunto de funciones cubre lo básico; queremos más personalización.,3,features,neutral,medium,True,16.9
FB-00368,2025-09-15,email,enterprise,free,es,La documentación de la API es clara y los webhooks funcionan de forma consistente. Esto impacta a varios departamentos de nuestra organización.,5,integrations,positive,high,True,94.3
FB-00369,2025-07-14,contact_form,freelancer,basic,en,"Core features work well, but advanced options feel limited. As a freelancer, this matters a lot to my workflow.",3,features,neutral,medium,True,18.4
FB-00370,2025-07-07,email,agency,pro,es,"El costo es razonable, aunque nos gustarían más opciones intermedias. Pasamos al plan Pro justamente por un mejor servicio.",3,pricing,neutral,medium,True,22.9
FB-00371,2025-02-21,chat,agency,basic,es,"El diseño está bien en general, aunque algunos flujos se sienten antiguos.",3,usability,neutral,medium,False,15.8
FB-00372,2025-11-19,contact_form,enterprise,basic,en,"We appreciate the detailed breakdown on every invoice. Given our basic plan, we hoped for smoother support.",5,billing,positive,low,True,10.8
FB-00373,2025-08-19,contact_form,enterprise,free,en,Our account manager has been proactive and very helpful. This affects multiple departments across our organization.,5,support,positive,medium,True,40.4
FB-00374,2025-10-23,nps_survey,agency,basic,en,"Page load times are consistently under two seconds for our team. Given our basic plan, we hoped for smoother support.",4,performance,positive,medium,True,39.0
FB-00375,2025-03-27,chat,enterprise,basic,en,Our team gave up on setup after hitting multiple dead ends. This affects multiple departments across our organization.,2,onboarding,negative,high,True,89.3
FB-00376,2025-11-06,support_ticket,startup,pro,en,Support quality varies depending on who handles the ticket. We're scaling fast and need this resolved quickly.,3,support,neutral,low,True,21.0
FB-00377,2025-04-05,nps_survey,enterprise,basic,es,Las integraciones funcionan para herramientas comunes pero faltan conectores de nicho. Esto impacta a varios departamentos de nuestra organización.,3,integrations,neutral,critical,True,78.2
FB-00378,2025-02-18,contact_form,enterprise,free,en,The app crashes constantly when loading large reports.,1,performance,negative,medium,False,29.0
FB-00379,2025-04-28,support_ticket,enterprise,pro,en,Role-based permissions give us the control we need.,4,account_access,positive,low,True,5.8
FB-00380,2025-10-08,support_ticket,enterprise,pro,es,Los competidores lanzaron estas funciones hace meses. Esto impacta a varios departamentos de nuestra organización.,2,features,negative,high,False,66.5
FB-00381,2025-06-27,chat,agency,pro,en,Unauthorized access to our workspace was not detected promptly.,1,account_access,negative,high,True,42.7
FB-00382,2025-05-27,nps_survey,small_business,pro,es,La integración con Zapier conectó nuestro stack en menos de una hora.,5,integrations,positive,high,False,45.6
FB-00383,2025-04-07,chat,freelancer,pro,es,Un acceso no autorizado a nuestro workspace no fue detectado a tiempo.,1,account_access,negative,high,False,70.5
FB-00384,2025-05-26,chat,small_business,pro,en,Speed is average compared to similar tools we've used. Our small team depends on this working reliably.,3,performance,neutral,high,False,37.1
FB-00385,2025-04-07,nps_survey,startup,enterprise,en,Export formats are flexible and easy to automate. We're scaling fast and need this resolved quickly.,4,exports,positive,medium,True,15.4
FB-00386,2025-02-16,support_ticket,freelancer,basic,es,"Funciona cuando aprendes dónde está todo, pero hay curva de aprendizaje. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,usability,neutral,medium,True,24.8
FB-00387,2025-02-11,chat,freelancer,pro,es,"Las exportaciones fallan en silencio y solo lo descubrimos días después. Como freelancer, esto afecta mucho mi flujo de trabajo.",2,exports,negative,high,True,57.9
FB-00388,2025-05-08,review,freelancer,free,es,Competidores ofrecen funciones similares a la mitad del costo.,2,pricing,negative,high,True,57.2
FB-00389,2025-03-23,support_ticket,startup,pro,en,We've waited over a week with no response from support.,1,support,negative,medium,True,20.0
FB-00390,2025-05-22,nps_survey,freelancer,basic,es,"Llevamos más de una semana sin respuesta del soporte. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,support,negative,medium,False,31.2
FB-00391,2025-03-22,contact_form,freelancer,basic,es,"El SSO funciona la mayoría del tiempo con fallos ocasionales. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,account_access,neutral,medium,True,45.2
FB-00392,2025-03-06,contact_form,agency,free,en,The analytics module exceeded our expectations. We manage several client accounts and this is blocking delivery.,5,features,positive,medium,True,38.3
FB-00393,2025-05-09,chat,startup,basic,en,I was charged twice this month and support hasn't responded.,1,billing,negative,critical,False,70.8
FB-00394,2025-02-05,review,startup,basic,es,Las nuevas funciones encajan bien con lo que realmente necesitamos. Estamos creciendo rápido y necesitamos una solución pronto.,5,features,positive,medium,True,26.2
FB-00395,2025-11-14,contact_form,agency,pro,en,"It works once you learn where things are, but there's a learning curve. We manage several client accounts and this is blocking delivery.",3,usability,neutral,high,True,93.6
FB-00396,2025-06-15,chat,small_business,pro,en,Export options cover most needs with a few gaps. We upgraded to Pro specifically for better service.,3,exports,neutral,high,True,28.8
FB-00397,2025-02-20,review,enterprise,basic,es,Las facturas son claras y los pagos se procesan sin problemas.,5,billing,positive,medium,True,36.1
FB-00398,2025-04-17,nps_survey,freelancer,free,en,Live chat support was knowledgeable and friendly.,5,support,positive,medium,True,22.4
FB-00399,2025-09-28,contact_form,freelancer,pro,en,We were left alone after signup with no clear next steps.,1,onboarding,negative,high,True,61.4
FB-00400,2025-10-19,support_ticket,small_business,basic,en,The API returns inconsistent errors with no useful documentation.,2,integrations,negative,high,False,65.5
FB-00401,2025-10-09,contact_form,small_business,basic,en,"The onboarding call helped, but follow-up resources were sparse.",3,onboarding,neutral,high,True,67.2
FB-00402,2025-07-31,nps_survey,startup,pro,es,No podemos conectar nuestras herramientas internas porque OAuth falla constantemente. Pasamos al plan Pro justamente por un mejor servicio.,1,integrations,negative,critical,False,93.0
FB-00403,2025-07-23,email,enterprise,enterprise,es,El precio subió 40% en la renovación sin valor agregado.,2,pricing,negative,medium,True,47.7
FB-00404,2025-12-20,nps_survey,startup,free,en,Our account manager has been proactive and very helpful.,5,support,positive,low,True,4.1
FB-00405,2025-04-30,chat,agency,basic,es,"El diseño está bien en general, aunque algunos flujos se sienten antiguos. Con el plan básico, esperábamos un soporte más ágil.",3,usability,neutral,low,True,22.2
FB-00406,2025-12-20,contact_form,small_business,enterprise,es,"Las funciones de automatización nos ahorran varias horas cada semana. Como clientes enterprise, esperamos atención prioritaria.",5,features,positive,medium,True,11.1
FB-00407,2025-03-03,support_ticket,enterprise,enterprise,en,The reporting module lacks basic filters we need daily.,2,features,negative,medium,True,33.3
FB-00408,2025-06-17,support_ticket,agency,basic,es,"Los pagos se procesan, pero me gustaría más opciones de pago. Gestionamos varias cuentas de clientes y esto nos está frenando.",3,billing,neutral,medium,True,47.9
FB-00409,2025-05-29,chat,small_business,enterprise,en,Unauthorized access to our workspace was not detected promptly. Our small team depends on this working reliably.,1,account_access,negative,high,True,77.7
FB-00410,2025-03-11,email,enterprise,basic,es,Notamos demoras menores en horas pico pero nada crítico.,3,performance,neutral,high,False,38.1
FB-00411,2025-08-09,email,freelancer,pro,es,Las entregas por webhook fallan al azar y perdemos eventos críticos.,1,integrations,negative,high,True,50.3
FB-00412,2025-06-29,review,startup,basic,es,Configurar la autenticación multifactor fue sencillo.,5,account_access,positive,high,True,73.3
FB-00413,2025-11-14,review,freelancer,basic,en,"The app runs fine, though dashboards take a few extra seconds.",3,performance,neutral,medium,True,35.8
FB-00414,2025-04-15,support_ticket,small_business,basic,es,"Podemos exportar datos, pero las exportaciones grandes a veces fallan por tiempo.",3,exports,neutral,low,False,17.3
FB-00415,2025-05-11,contact_form,agency,free,en,Role-based permissions give us the control we need. We manage several client accounts and this is blocking delivery.,4,account_access,positive,high,False,43.5
FB-00416,2025-02-25,chat,startup,pro,en,I was charged twice this month and support hasn't responded. We're scaling fast and need this resolved quickly.,2,billing,negative,medium,True,47.2
FB-00417,2025-04-06,email,enterprise,free,en,We've experienced severe timeouts during business-critical operations.,2,performance,negative,critical,True,77.7
FB-00418,2025-06-27,email,small_business,free,es,"Podemos exportar datos, pero las exportaciones grandes a veces fallan por tiempo. Nuestro equipo pequeño depende de que esto funcione bien.",3,exports,neutral,medium,True,47.8
FB-00419,2025-10-12,email,enterprise,free,en,Invoices are acceptable; nothing stands out as exceptional. This affects multiple departments across our organization.,3,billing,neutral,high,True,52.3
FB-00420,2025-08-02,review,agency,basic,es,El asistente de configuración hizo todo muy sencillo.,4,onboarding,positive,medium,True,26.0
FB-00421,2025-06-08,review,small_business,basic,es,La navegación es clara y los nuevos miembros aprenden rápido. Nuestro equipo pequeño depende de que esto funcione bien.,5,usability,positive,medium,True,34.2
FB-00422,2025-04-05,email,agency,free,en,We can't use half the features because they're buggy. We're on the free plan but still expect basic reliability.,1,features,negative,low,True,23.4
FB-00423,2025-03-09,chat,small_business,free,en,"The cost is reasonable, though we'd like more mid-tier options. Our small team depends on this working reliably.",3,pricing,neutral,low,False,15.6
FB-00424,2025-07-03,email,small_business,free,en,We've waited over a week with no response from support.,1,support,negative,medium,True,36.5
FB-00425,2025-04-09,nps_survey,small_business,basic,es,El asistente de configuración hizo todo muy sencillo. Nuestro equipo pequeño depende de que esto funcione bien.,5,onboarding,positive,medium,True,18.8
FB-00426,2025-08-13,chat,freelancer,basic,es,La calidad del soporte varía según quién atienda el ticket.,3,support,neutral,high,False,54.8
FB-00427,2025-09-24,support_ticket,enterprise,free,en,We were left alone after signup with no clear next steps.,1,onboarding,negative,high,False,61.3
FB-00428,2025-04-08,chat,agency,free,es,El total de la factura no coincide con lo acordado al pagar. Gestionamos varias cuentas de clientes y esto nos está frenando.,2,billing,negative,high,False,44.6
