feedback_id,date,channel,customer_segment,plan_type,language,message,rating,product_area,sentiment_label,priority,resolved,response_time_hours,clean_message,message_length,word_count,month,is_negative,is_positive,is_critical,is_high_priority,is_unresolved,is_unresolved_critical
FB-00203,2025-02-20,contact_form,freelancer,free,en,"Our team gave up on setup after hitting multiple dead ends. As a freelancer, this matters a lot to my workflow.",2,onboarding,negative,high,False,73.5,our team gave up on setup after hitting multiple dead ends as a freelancer this matters a lot to my workflow,108,21,2,True,False,False,True,True,False
FB-00204,2025-06-26,review,agency,basic,en,"Onboarding was smooth and our team was productive within a day. Given our basic plan, we hoped for smoother support.",5,onboarding,positive,medium,True,41.3,onboarding was smooth and our team was productive within a day given our basic plan we hoped for smoother support,113,20,6,False,True,False,False,False,False
FB-00205,2025-06-28,contact_form,small_business,enterprise,en,The annual discount made upgrading an easy decision. Our small team depends on this working reliably.,5,pricing,positive,low,True,3.5,the annual discount made upgrading an easy decision our small team depends on this working reliably,99,16,6,False,True,False,False,False,False
FB-00206,2025-12-13,support_ticket,startup,free,en,We've experienced severe timeouts during business-critical operations.,1,performance,negative,low,True,9.3,we ve experienced severe timeouts during business critical operations,69,9,12,True,False,False,False,False,False
FB-00207,2025-11-24,chat,small_business,basic,en,Support keeps redirecting us without offering real solutions. Our small team depends on this working reliably.,2,support,negative,high,False,56.4,support keeps redirecting us without offering real solutions our small team depends on this working reliably,108,16,11,True,False,False,True,True,False
FB-00208,2025-10-02,chat,freelancer,free,es,"La documentación es útil aunque a veces está desactualizada. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,support,neutral,low,True,4.5,la documentación es útil aunque a veces está desactualizada como freelancer esto afecta mucho mi flujo de trabajo,113,18,10,False,False,False,False,False,False
FB-00209,2025-11-09,contact_form,startup,enterprise,en,"We can't connect our internal tools because OAuth keeps failing. As enterprise customers, we expect priority handling.",2,integrations,negative,critical,False,145.6,we can t connect our internal tools because oauth keeps failing as enterprise customers we expect priority handling,115,18,11,True,False,True,False,True,True
FB-00210,2025-03-02,contact_form,small_business,pro,en,Admin accounts lost permissions after the last security update. Our small team depends on this working reliably.,1,account_access,negative,high,False,60.8,admin accounts lost permissions after the last security update our small team depends on this working reliably,110,17,3,True,False,False,True,True,False
FB-00211,2025-11-22,chat,small_business,enterprise,es,Las cuentas de admin perdieron permisos tras la última actualización de seguridad.,1,account_access,negative,high,True,56.5,las cuentas de admin perdieron permisos tras la última actualización de seguridad,81,12,11,True,False,False,True,False,False
FB-00212,2025-10-15,support_ticket,small_business,enterprise,en,We've been overcharged on our enterprise plan for three months. Our small team depends on this working reliably.,1,billing,negative,high,False,56.0,we ve been overcharged on our enterprise plan for three months our small team depends on this working reliably,110,19,10,True,False,False,True,True,False
FB-00213,2025-01-17,review,small_business,pro,en,We appreciate the detailed breakdown on every invoice. Our small team depends on this working reliably.,4,billing,positive,high,False,64.7,we appreciate the detailed breakdown on every invoice our small team depends on this working reliably,101,16,1,False,True,False,True,True,False
FB-00214,2025-10-05,chat,startup,pro,es,La aplicación se cae constantemente al cargar reportes grandes.,1,performance,negative,high,True,77.0,la aplicación se cae constantemente al cargar reportes grandes,62,9,10,True,False,False,True,False,False
FB-00215,2025-05-15,contact_form,freelancer,enterprise,es,"Pagamos tarifas enterprise pero recibimos un servicio básico. Como clientes enterprise, esperamos atención prioritaria.",2,pricing,negative,high,True,82.5,pagamos tarifas enterprise pero recibimos un servicio básico como clientes enterprise esperamos atención prioritaria,116,14,5,True,False,False,True,False,False
FB-00216,2025-03-26,review,agency,enterprise,es,"El login es confiable, aunque los correos de restablecimiento tardan.",3,account_access,neutral,high,False,65.0,el login es confiable aunque los correos de restablecimiento tardan,67,10,3,False,False,False,True,True,False
FB-00217,2025-10-21,email,startup,pro,en,Webhook setup required extra troubleshooting on our end.,3,integrations,neutral,medium,False,40.6,webhook setup required extra troubleshooting on our end,55,8,10,False,False,False,False,True,False
FB-00218,2025-05-08,review,small_business,basic,en,Onboarding documentation is outdated and contradicts the actual UI.,2,onboarding,negative,critical,False,106.7,onboarding documentation is outdated and contradicts the actual ui,66,9,5,True,False,True,False,True,True
FB-00219,2025-07-26,email,freelancer,free,es,El equipo abandonó la configuración tras varios callejones sin salida.,1,onboarding,negative,medium,True,31.3,el equipo abandonó la configuración tras varios callejones sin salida,69,10,7,True,False,False,False,False,False
FB-00220,2025-10-01,contact_form,startup,free,en,We rely on daily exports and they've been 100% reliable. We're scaling fast and need this resolved quickly.,5,exports,positive,medium,True,18.7,we rely on daily exports and they ve been 100 reliable we re scaling fast and need this resolved quickly,104,20,10,False,True,False,False,False,False
FB-00221,2025-12-16,nps_survey,enterprise,pro,en,SSO login works seamlessly across our entire organization. This affects multiple departments across our organization.,5,account_access,positive,low,True,2.4,sso login works seamlessly across our entire organization this affects multiple departments across our organization,115,15,12,False,True,False,False,False,False
FB-00222,2025-12-19,review,enterprise,basic,en,"Billing is transparent and easy to understand each month. Given our basic plan, we hoped for smoother support.",5,billing,positive,critical,False,59.2,billing is transparent and easy to understand each month given our basic plan we hoped for smoother support,107,18,12,False,True,True,False,True,True
FB-00223,2025-07-22,nps_survey,small_business,free,es,Los flujos personalizados son potentes y flexibles.,5,features,positive,medium,True,11.8,los flujos personalizados son potentes y flexibles,50,7,7,False,True,False,False,False,False
FB-00224,2025-01-05,review,agency,enterprise,es,"La interfaz es muy intuitiva, pude configurar todo en minutos.",5,usability,positive,medium,True,13.3,la interfaz es muy intuitiva pude configurar todo en minutos,60,10,1,False,True,False,False,False,False
FB-00225,2025-06-10,support_ticket,freelancer,free,en,Speed is average compared to similar tools we've used. We're on the free plan but still expect basic reliability.,3,performance,neutral,high,False,78.2,speed is average compared to similar tools we ve used we re on the free plan but still expect basic reliability,111,21,6,False,False,False,True,True,False
FB-00226,2025-11-09,review,agency,free,es,"Funciona cuando aprendes dónde está todo, pero hay curva de aprendizaje. Gestionamos varias cuentas de clientes y esto nos está frenando.",3,usability,neutral,low,True,15.8,funciona cuando aprendes dónde está todo pero hay curva de aprendizaje gestionamos varias cuentas de clientes y esto nos está frenando,134,21,11,False,False,False,False,False,False
FB-00227,2025-02-21,review,small_business,free,en,Admin accounts lost permissions after the last security update.,1,account_access,negative,critical,False,85.7,admin accounts lost permissions after the last security update,62,9,2,True,False,True,False,True,True
FB-00228,2025-12-20,review,agency,pro,en,The platform is fast and handles our workload without lag.,4,performance,positive,medium,True,28.4,the platform is fast and handles our workload without lag,57,10,12,False,True,False,False,False,False
FB-00229,2025-07-17,contact_form,small_business,enterprise,es,"La facturación funciona bien, aunque el diseño de facturas podría mejorar. Nuestro equipo pequeño depende de que esto funcione bien.",3,billing,neutral,critical,False,56.5,la facturación funciona bien aunque el diseño de facturas podría mejorar nuestro equipo pequeño depende de que esto funcione bien,129,20,7,False,False,True,False,True,True
FB-00230,2025-07-07,support_ticket,agency,enterprise,en,The reporting module lacks basic filters we need daily.,2,features,negative,low,True,3.5,the reporting module lacks basic filters we need daily,54,9,7,True,False,False,False,False,False
FB-00231,2025-11-18,nps_survey,enterprise,pro,en,Payment reminders are helpful and never feel intrusive. This affects multiple departments across our organization.,5,billing,positive,critical,False,112.5,payment reminders are helpful and never feel intrusive this affects multiple departments across our organization,112,15,11,False,True,True,False,True,True
FB-00232,2025-10-02,review,small_business,basic,en,Transparent pricing with no hidden fees is a big plus. Our small team depends on this working reliably.,5,pricing,positive,low,True,17.0,transparent pricing with no hidden fees is a big plus our small team depends on this working reliably,101,18,10,False,True,False,False,False,False
FB-00233,2025-05-06,support_ticket,small_business,free,es,La incorporación estuvo bien pero tardó más de lo que prometió la demo. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.,3,onboarding,neutral,medium,True,10.2,la incorporación estuvo bien pero tardó más de lo que prometió la demo estamos en el plan gratuito pero esperamos un mínimo de estabilidad,138,24,5,False,False,False,False,False,False
FB-00234,2025-03-25,contact_form,small_business,free,en,We keep clicking the wrong buttons because labels are unclear.,2,usability,negative,low,True,5.7,we keep clicking the wrong buttons because labels are unclear,61,10,3,True,False,False,False,False,False
FB-00235,2025-06-21,review,freelancer,free,es,"El precio está bien por ahora; reevaluaremos en la renovación. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,pricing,neutral,medium,True,36.5,el precio está bien por ahora reevaluaremos en la renovación como freelancer esto afecta mucho mi flujo de trabajo,114,19,6,False,False,False,False,False,False
FB-00236,2025-09-13,email,startup,free,es,Las exportaciones fallan en silencio y solo lo descubrimos días después. Estamos creciendo rápido y necesitamos una solución pronto.,1,exports,negative,medium,True,31.0,las exportaciones fallan en silencio y solo lo descubrimos días después estamos creciendo rápido y necesitamos una solución pronto,130,19,9,True,False,False,False,False,False
FB-00237,2025-01-24,contact_form,freelancer,basic,en,"Zapier integration connected our stack in under an hour. As a freelancer, this matters a lot to my workflow.",5,integrations,positive,low,True,23.1,zapier integration connected our stack in under an hour as a freelancer this matters a lot to my workflow,105,19,1,False,True,False,False,False,False
FB-00238,2025-06-13,support_ticket,small_business,enterprise,es,El equipo abandonó la configuración tras varios callejones sin salida.,1,onboarding,negative,medium,True,10.1,el equipo abandonó la configuración tras varios callejones sin salida,69,10,6,True,False,False,False,False,False
FB-00239,2025-05-25,review,freelancer,enterprise,en,"Invoices are acceptable; nothing stands out as exceptional. As a freelancer, this matters a lot to my workflow.",3,billing,neutral,critical,False,49.0,invoices are acceptable nothing stands out as exceptional as a freelancer this matters a lot to my workflow,107,18,5,False,False,True,False,True,True
FB-00240,2025-07-08,review,small_business,enterprise,en,The annual discount made upgrading an easy decision.,5,pricing,positive,medium,True,39.8,the annual discount made upgrading an easy decision,51,8,7,False,True,False,False,False,False
FB-00241,2025-11-22,review,agency,pro,es,La incorporación fue fluida y el equipo fue productivo en un día. Pasamos al plan Pro justamente por un mejor servicio.,5,onboarding,positive,low,True,18.0,la incorporación fue fluida y el equipo fue productivo en un día pasamos al plan pro justamente por un mejor servicio,117,21,11,False,True,False,False,False,False
FB-00242,2025-12-31,support_ticket,freelancer,basic,es,"Obtuvimos respuesta, pero tuvimos que insistir dos veces. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,support,neutral,medium,False,43.9,obtuvimos respuesta pero tuvimos que insistir dos veces como freelancer esto afecta mucho mi flujo de trabajo,109,17,12,False,False,False,False,True,False
FB-00243,2025-09-16,email,freelancer,free,en,The reporting module lacks basic filters we need daily.,2,features,negative,medium,True,34.5,the reporting module lacks basic filters we need daily,54,9,9,True,False,False,False,False,False
FB-00244,2025-06-12,review,enterprise,pro,en,The annual discount made upgrading an easy decision. This affects multiple departments across our organization.,4,pricing,positive,medium,True,39.2,the annual discount made upgrading an easy decision this affects multiple departments across our organization,109,15,6,False,True,False,False,False,False
FB-00245,2025-07-28,email,enterprise,pro,es,La plataforma es rápida y maneja nuestra carga sin demoras.,4,performance,positive,low,True,7.8,la plataforma es rápida y maneja nuestra carga sin demoras,58,10,7,False,True,False,False,False,False
FB-00246,2025-04-21,support_ticket,agency,free,es,Precios transparentes sin cargos ocultos es una gran ventaja. Gestionamos varias cuentas de clientes y esto nos está frenando.,5,pricing,positive,medium,False,23.8,precios transparentes sin cargos ocultos es una gran ventaja gestionamos varias cuentas de clientes y esto nos está frenando,124,19,4,False,True,False,False,True,False
FB-00247,2025-07-27,support_ticket,small_business,free,es,Competidores ofrecen funciones similares a la mitad del costo.,1,pricing,negative,high,True,81.2,competidores ofrecen funciones similares a la mitad del costo,61,9,7,True,False,False,True,False,False
FB-00248,2025-12-18,support_ticket,enterprise,pro,en,Support responded within an hour and solved our issue completely. We upgraded to Pro specifically for better service.,5,support,positive,low,True,3.4,support responded within an hour and solved our issue completely we upgraded to pro specifically for better service,115,18,12,False,True,False,False,False,False
FB-00249,2025-01-22,contact_form,startup,free,en,Usability is decent; some actions require too many clicks. We're scaling fast and need this resolved quickly.,3,usability,neutral,low,True,11.5,usability is decent some actions require too many clicks we re scaling fast and need this resolved quickly,106,18,1,False,False,False,False,False,False
FB-00250,2025-07-01,contact_form,enterprise,basic,en,"Payments go through, but I'd like more payment method options. Given our basic plan, we hoped for smoother support.",3,billing,neutral,high,True,34.7,payments go through but i d like more payment method options given our basic plan we hoped for smoother support,111,20,7,False,False,False,True,False,False
FB-00251,2025-10-09,email,enterprise,enterprise,es,El soporte nos redirige sin ofrecer soluciones reales. Esto impacta a varios departamentos de nuestra organización.,1,support,negative,high,True,38.4,el soporte nos redirige sin ofrecer soluciones reales esto impacta a varios departamentos de nuestra organización,113,16,10,True,False,False,True,False,False
FB-00252,2025-09-03,email,enterprise,pro,es,La mayoría de integraciones son estables; algunas requieren reautorización periódica. Esto impacta a varios departamentos de nuestra organización.,3,integrations,neutral,critical,False,86.6,la mayoría de integraciones son estables algunas requieren reautorización periódica esto impacta a varios departamentos de nuestra organización,143,18,9,False,False,True,False,True,True
FB-00253,2025-01-30,nps_survey,freelancer,pro,en,The analytics module exceeded our expectations.,5,features,positive,medium,False,12.0,the analytics module exceeded our expectations,46,6,1,False,True,False,False,True,False
FB-00254,2025-10-22,contact_form,freelancer,basic,en,"Zapier integration connected our stack in under an hour. As a freelancer, this matters a lot to my workflow.",5,integrations,positive,high,False,36.7,zapier integration connected our stack in under an hour as a freelancer this matters a lot to my workflow,105,19,10,False,True,False,True,True,False
FB-00255,2025-10-18,email,freelancer,pro,en,The feature set covers basics; we'd like more customization. We upgraded to Pro specifically for better service.,3,features,neutral,high,False,87.5,the feature set covers basics we d like more customization we upgraded to pro specifically for better service,109,18,10,False,False,False,True,True,False
FB-00256,2025-04-30,chat,freelancer,free,es,"Las acciones importantes están enterradas bajo demasiados menús. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,usability,negative,medium,True,32.6,las acciones importantes están enterradas bajo demasiados menús como freelancer esto afecta mucho mi flujo de trabajo,117,17,4,True,False,False,False,False,False
FB-00257,2025-01-12,review,startup,free,es,La navegación es clara y los nuevos miembros aprenden rápido.,5,usability,positive,high,False,86.0,la navegación es clara y los nuevos miembros aprenden rápido,60,10,1,False,True,False,True,True,False
FB-00258,2025-06-15,support_ticket,startup,pro,en,"Setup steps are clear, though some defaults needed manual tweaking.",3,onboarding,neutral,medium,True,33.6,setup steps are clear though some defaults needed manual tweaking,65,10,6,False,False,False,False,False,False
FB-00259,2025-04-25,chat,agency,pro,en,Important actions are buried under too many nested menus. We manage several client accounts and this is blocking delivery.,2,usability,negative,high,True,36.8,important actions are buried under too many nested menus we manage several client accounts and this is blocking delivery,120,19,4,True,False,False,True,False,False
FB-00260,2025-04-04,support_ticket,agency,free,en,I can't reset my password and support hasn't helped in days.,1,account_access,negative,high,False,91.4,i can t reset my password and support hasn t helped in days,59,13,4,True,False,False,True,True,False
FB-00261,2025-11-22,review,startup,basic,en,The platform is fast and handles our workload without lag.,5,performance,positive,medium,True,8.5,the platform is fast and handles our workload without lag,57,10,11,False,True,False,False,False,False
FB-00262,2025-01-25,review,freelancer,free,es,"Los reportes se generan rápido incluso con grandes volúmenes de datos. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,performance,positive,medium,True,24.6,los reportes se generan rápido incluso con grandes volúmenes de datos como freelancer esto afecta mucho mi flujo de trabajo,123,20,1,False,True,False,False,False,False
FB-00263,2025-03-25,chat,enterprise,basic,en,"The onboarding call helped, but follow-up resources were sparse. This affects multiple departments across our organization.",3,onboarding,neutral,low,True,8.5,the onboarding call helped but follow up resources were sparse this affects multiple departments across our organization,120,17,3,False,False,False,False,False,False
FB-00264,2025-03-24,nps_survey,small_business,enterprise,en,The platform is fast and handles our workload without lag.,4,performance,positive,low,True,15.5,the platform is fast and handles our workload without lag,57,10,3,False,True,False,False,False,False
FB-00265,2025-02-21,chat,small_business,free,es,El equipo abandonó la configuración tras varios callejones sin salida. Nuestro equipo pequeño depende de que esto funcione bien.,1,onboarding,negative,high,False,76.0,el equipo abandonó la configuración tras varios callejones sin salida nuestro equipo pequeño depende de que esto funcione bien,126,19,2,True,False,False,True,True,False
FB-00266,2025-07-21,contact_form,freelancer,free,en,"Price is okay for now; we'll reassess at renewal. As a freelancer, this matters a lot to my workflow.",3,pricing,neutral,low,True,11.4,price is okay for now we ll reassess at renewal as a freelancer this matters a lot to my workflow,97,20,7,False,False,False,False,False,False
FB-00267,2025-04-16,nps_survey,freelancer,free,en,"Login is reliable, though password reset emails are slow.",3,account_access,neutral,high,True,32.3,login is reliable though password reset emails are slow,55,9,4,False,False,False,True,False,False
FB-00268,2025-04-05,chat,agency,enterprise,en,We're paying enterprise rates but getting basic-level service.,1,pricing,negative,low,True,12.2,we re paying enterprise rates but getting basic level service,61,10,4,True,False,False,False,False,False
FB-00269,2025-12-09,review,freelancer,free,en,Permissions are adequate but lack fine-grained options.,3,account_access,neutral,low,True,7.0,permissions are adequate but lack fine grained options,54,8,12,False,False,False,False,False,False
FB-00270,2025-10-21,support_ticket,agency,enterprise,en,"The API returns inconsistent errors with no useful documentation. As enterprise customers, we expect priority handling.",2,integrations,negative,high,False,60.2,the api returns inconsistent errors with no useful documentation as enterprise customers we expect priority handling,116,16,10,True,False,False,True,True,False
FB-00271,2025-03-27,email,enterprise,basic,en,"Admin accounts lost permissions after the last security update. Given our basic plan, we hoped for smoother support.",1,account_access,negative,medium,False,25.4,admin accounts lost permissions after the last security update given our basic plan we hoped for smoother support,113,18,3,True,False,False,False,True,False
FB-00272,2025-07-18,contact_form,freelancer,free,en,Multi-factor authentication setup was straightforward.,5,account_access,positive,medium,False,8.5,multi factor authentication setup was straightforward,53,6,7,False,True,False,False,True,False
FB-00273,2025-03-18,contact_form,freelancer,enterprise,en,The API is functional though rate limits can be restrictive.,3,integrations,neutral,critical,False,60.0,the api is functional though rate limits can be restrictive,59,10,3,False,False,True,False,True,True
FB-00274,2025-07-30,support_ticket,agency,pro,en,Performance degraded sharply after the last update. We manage several client accounts and this is blocking delivery.,1,performance,negative,critical,False,52.5,performance degraded sharply after the last update we manage several client accounts and this is blocking delivery,114,17,7,True,False,True,False,True,True
FB-00275,2025-07-22,nps_survey,enterprise,free,es,La recuperación de cuenta fue rápida y segura. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.,5,account_access,positive,high,True,50.8,la recuperación de cuenta fue rápida y segura estamos en el plan gratuito pero esperamos un mínimo de estabilidad,113,19,7,False,True,False,True,False,False
FB-00276,2025-04-27,nps_survey,enterprise,free,en,"The cost is reasonable, though we'd like more mid-tier options. This affects multiple departments across our organization.",3,pricing,neutral,low,True,19.0,the cost is reasonable though we d like more mid tier options this affects multiple departments across our organization,119,19,4,False,False,False,False,False,False
FB-00277,2025-08-15,nps_survey,freelancer,basic,en,The guided setup wizard made configuration effortless.,5,onboarding,positive,medium,True,23.0,the guided setup wizard made configuration effortless,53,7,8,False,True,False,False,False,False
FB-00278,2025-03-11,support_ticket,agency,enterprise,en,The interface is confusing and our team struggles daily. We manage several client accounts and this is blocking delivery.,2,usability,negative,low,True,3.3,the interface is confusing and our team struggles daily we manage several client accounts and this is blocking delivery,119,19,3,True,False,False,False,False,False
FB-00279,2025-08-26,support_ticket,startup,pro,es,Los competidores lanzaron estas funciones hace meses. Pasamos al plan Pro justamente por un mejor servicio.,1,features,negative,high,True,66.8,los competidores lanzaron estas funciones hace meses pasamos al plan pro justamente por un mejor servicio,105,16,8,True,False,False,True,False,False
FB-00280,2025-03-25,review,startup,pro,es,No podemos exportar datos históricos más allá de 30 días en nuestro plan.,1,exports,negative,medium,True,14.5,no podemos exportar datos históricos más allá de 30 días en nuestro plan,72,13,3,True,False,False,False,False,False
FB-00281,2025-05-18,email,small_business,basic,en,Support keeps redirecting us without offering real solutions.,2,support,negative,high,False,58.1,support keeps redirecting us without offering real solutions,60,8,5,True,False,False,True,True,False
FB-00282,2025-11-08,review,small_business,pro,en,Permissions are adequate but lack fine-grained options.,3,account_access,neutral,critical,True,155.5,permissions are adequate but lack fine grained options,54,8,11,False,False,True,False,False,False
FB-00283,2025-10-27,nps_survey,agency,enterprise,en,Support responded within an hour and solved our issue completely. We manage several client accounts and this is blocking delivery.,5,support,positive,medium,False,41.6,support responded within an hour and solved our issue completely we manage several client accounts and this is blocking delivery,128,20,10,False,True,False,False,True,False
FB-00284,2025-02-02,email,freelancer,enterprise,en,I can't reset my password and support hasn't helped in days.,2,account_access,negative,high,True,75.2,i can t reset my password and support hasn t helped in days,59,13,2,True,False,False,True,False,False
FB-00285,2025-11-04,contact_form,small_business,free,en,Finding settings and tools is straightforward.,5,usability,positive,medium,True,47.9,finding settings and tools is straightforward,45,6,11,False,True,False,False,False,False
FB-00286,2025-06-25,nps_survey,freelancer,basic,en,Onboarding documentation is outdated and contradicts the actual UI.,1,onboarding,negative,medium,False,22.3,onboarding documentation is outdated and contradicts the actual ui,66,9,6,True,False,False,False,True,False
FB-00287,2025-03-07,nps_survey,freelancer,enterprise,en,Webhook setup required extra troubleshooting on our end.,3,integrations,neutral,medium,False,45.9,webhook setup required extra troubleshooting on our end,55,8,3,False,False,False,False,True,False
FB-00288,2025-06-19,nps_survey,startup,enterprise,en,"We got an answer, but had to follow up twice. We're scaling fast and need this resolved quickly.",3,support,neutral,medium,True,42.0,we got an answer but had to follow up twice we re scaling fast and need this resolved quickly,93,19,6,False,False,False,False,False,False
FB-00289,2025-08-30,chat,agency,free,en,Role-based permissions give us the control we need.,5,account_access,positive,high,True,27.9,role based permissions give us the control we need,50,9,8,False,True,False,True,False,False
FB-00290,2025-03-15,review,agency,enterprise,en,"Our account manager has been proactive and very helpful. As enterprise customers, we expect priority handling.",4,support,positive,low,True,23.7,our account manager has been proactive and very helpful as enterprise customers we expect priority handling,107,16,3,False,True,False,False,False,False
FB-00291,2025-10-23,nps_survey,small_business,basic,es,"Los pagos se procesan, pero me gustaría más opciones de pago.",3,billing,neutral,high,True,68.2,los pagos se procesan pero me gustaría más opciones de pago,59,11,10,False,False,False,True,False,False
FB-00292,2025-01-08,contact_form,small_business,pro,en,"We got started eventually, but documentation could be better organized.",3,onboarding,neutral,low,True,2.1,we got started eventually but documentation could be better organized,69,10,1,False,False,False,False,False,False
FB-00293,2025-09-15,contact_form,freelancer,enterprise,es,"Los flujos personalizados son potentes y flexibles. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,features,positive,low,True,8.4,los flujos personalizados son potentes y flexibles como freelancer esto afecta mucho mi flujo de trabajo,104,16,9,False,True,False,False,False,False
FB-00294,2025-09-08,contact_form,small_business,pro,en,Webhook setup required extra troubleshooting on our end. We upgraded to Pro specifically for better service.,3,integrations,neutral,medium,False,40.5,webhook setup required extra troubleshooting on our end we upgraded to pro specifically for better service,106,16,9,False,False,False,False,True,False
FB-00295,2025-03-05,support_ticket,freelancer,basic,es,"El diseño está bien en general, aunque algunos flujos se sienten antiguos.",3,usability,neutral,low,True,16.1,el diseño está bien en general aunque algunos flujos se sienten antiguos,72,12,3,False,False,False,False,False,False
FB-00296,2025-01-25,email,freelancer,free,es,"Todo el equipo quedó bloqueado dos días sin explicación. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,account_access,negative,critical,False,104.9,todo el equipo quedó bloqueado dos días sin explicación como freelancer esto afecta mucho mi flujo de trabajo,109,18,1,True,False,True,False,True,True
FB-00297,2025-11-15,review,freelancer,pro,es,"La facturación es transparente y fácil de entender cada mes. Como freelancer, esto afecta mucho mi flujo de trabajo.",5,billing,positive,medium,True,32.7,la facturación es transparente y fácil de entender cada mes como freelancer esto afecta mucho mi flujo de trabajo,113,19,11,False,True,False,False,False,False
FB-00298,2025-05-15,nps_survey,agency,basic,es,Los tiempos de carga son consistentemente bajos para nuestro equipo. Gestionamos varias cuentas de clientes y esto nos está frenando.,5,performance,positive,medium,True,29.9,los tiempos de carga son consistentemente bajos para nuestro equipo gestionamos varias cuentas de clientes y esto nos está frenando,131,20,5,False,True,False,False,False,False
FB-00299,2025-12-10,review,freelancer,free,es,Las exportaciones funcionan pero los nombres de columnas podrían ser más consistentes.,3,exports,neutral,low,True,5.3,las exportaciones funcionan pero los nombres de columnas podrían ser más consistentes,85,12,12,False,False,False,False,False,False
FB-00300,2025-11-26,support_ticket,freelancer,pro,es,Hemos tenido timeouts severos durante operaciones críticas.,1,performance,negative,critical,True,145.6,hemos tenido timeouts severos durante operaciones críticas,58,7,11,True,False,True,False,False,False
FB-00301,2025-03-01,support_ticket,startup,enterprise,es,Funciones clave anunciadas en la web simplemente no existen aún.,1,features,negative,high,True,70.6,funciones clave anunciadas en la web simplemente no existen aún,63,10,3,True,False,False,True,False,False
FB-00302,2025-07-10,nps_survey,startup,free,en,Export formats are flexible and easy to automate. We're scaling fast and need this resolved quickly.,5,exports,positive,high,False,43.6,export formats are flexible and easy to automate we re scaling fast and need this resolved quickly,98,17,7,False,True,False,True,True,False
FB-00303,2025-03-09,chat,small_business,free,en,Exported files are missing critical columns we need for compliance.,1,exports,negative,high,False,58.8,exported files are missing critical columns we need for compliance,66,10,3,True,False,False,True,True,False
FB-00304,2025-12-17,email,startup,free,en,Important actions are buried under too many nested menus.,2,usability,negative,high,True,28.6,important actions are buried under too many nested menus,56,9,12,True,False,False,True,False,False
FB-00305,2025-12-09,contact_form,agency,basic,es,La documentación de la API es clara y los webhooks funcionan de forma consistente.,5,integrations,positive,high,True,76.3,la documentación de la api es clara y los webhooks funcionan de forma consistente,81,14,12,False,True,False,True,False,False
FB-00306,2025-01-06,chat,agency,free,en,"Setup steps are clear, though some defaults needed manual tweaking.",3,onboarding,neutral,low,True,5.6,setup steps are clear though some defaults needed manual tweaking,65,10,1,False,False,False,False,False,False
FB-00307,2025-05-01,chat,enterprise,enterprise,en,"Core features work well, but advanced options feel limited.",3,features,neutral,medium,True,42.3,core features work well but advanced options feel limited,57,9,5,False,False,False,False,False,False
FB-00308,2025-07-26,chat,freelancer,free,es,"Las opciones de exportación cubren la mayoría de necesidades con algunas brechas. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,exports,neutral,medium,True,41.0,las opciones de exportación cubren la mayoría de necesidades con algunas brechas como freelancer esto afecta mucho mi flujo de trabajo,134,21,7,False,False,False,False,False,False
FB-00309,2025-12-02,email,agency,basic,en,Competitors offer similar features at half the cost.,1,pricing,negative,high,True,56.7,competitors offer similar features at half the cost,51,8,12,True,False,False,True,False,False
FB-00310,2025-02-28,email,startup,enterprise,en,"Our entire team was locked out for two days with no explanation. As enterprise customers, we expect priority handling.",1,account_access,negative,high,False,93.4,our entire team was locked out for two days with no explanation as enterprise customers we expect priority handling,115,19,2,True,False,False,True,True,False
FB-00311,2025-09-10,nps_survey,freelancer,basic,en,Recent feature releases align well with what we actually need.,5,features,positive,medium,True,15.8,recent feature releases align well with what we actually need,61,10,9,False,True,False,False,False,False
FB-00312,2025-02-25,support_ticket,small_business,pro,en,Promised onboarding support never materialized. Our small team depends on this working reliably.,2,onboarding,negative,medium,True,12.9,promised onboarding support never materialized our small team depends on this working reliably,94,13,2,True,False,False,False,False,False
FB-00313,2025-01-03,chat,small_business,enterprise,en,Our entire team was locked out for two days with no explanation.,2,account_access,negative,critical,False,141.7,our entire team was locked out for two days with no explanation,63,12,1,True,False,True,False,True,True
FB-00314,2025-07-18,review,small_business,free,en,"Design is fine overall, though a few flows feel outdated.",3,usability,neutral,medium,False,44.6,design is fine overall though a few flows feel outdated,55,10,7,False,False,False,False,True,False
FB-00315,2025-03-12,review,enterprise,basic,en,The analytics module exceeded our expectations.,5,features,positive,high,False,63.4,the analytics module exceeded our expectations,46,6,3,False,True,False,True,True,False
FB-00316,2025-11-16,nps_survey,small_business,basic,en,Webhook setup required extra troubleshooting on our end.,3,integrations,neutral,high,True,75.1,webhook setup required extra troubleshooting on our end,55,8,11,False,False,False,True,False,False
